0	0	8.08665e-10	0	-3.1997e-13	0	9.2048e-27	
1	0	3.90436e-08	0	-1.54486e-11	0	3.27608e-13	
2	8.10171e-35	9.07042e-08	-5.52362e-27	-3.62025e-11	4.63211e-30	6.53924e-13	
3	2.88348e-21	7.70555e-07	3.41565e-25	-3.19998e-10	5.63516e-24	6.80675e-12	
4	5.75559e-21	1.56146e-06	2.53289e-17	-6.5323e-10	1.12472e-23	1.29327e-11	
5	2.39334e-17	7.62723e-06	1.22292e-15	-3.33051e-09	-2.04404e-21	7.10599e-11	
6	4.77666e-17	1.43065e-05	4.74414e-15	-6.29876e-09	-4.0913e-21	1.28907e-10	
7	2.33802e-15	5.07191e-05	1.1602e-13	-2.3318e-08	-1.05561e-19	4.99037e-10	
8	4.61905e-15	8.96901e-05	2.97261e-13	-4.16329e-08	-2.06614e-19	8.67199e-10	
9	7.62525e-14	0.000255987	3.73686e-12	-1.24012e-07	-2.42097e-18	2.66227e-09	
10	1.47585e-13	0.000430906	8.32804e-12	-2.11061e-07	-4.62577e-18	4.44683e-09	
11	1.3752e-12	0.00104996	6.68702e-11	-5.36132e-07	-3.49042e-17	1.15464e-08	
12	2.59738e-12	0.00169353	1.38049e-10	-8.75436e-07	-6.50449e-17	1.86003e-08	
13	1.66682e-11	0.00365716	8.05787e-10	-1.96808e-06	-3.63473e-16	4.25257e-08	
14	3.06732e-11	0.00568138	1.57619e-09	-3.09848e-06	-6.60467e-16	6.62832e-08	
15	1.5048e-10	0.0111556	7.2393e-09	-6.32376e-06	-2.95075e-15	1.37115e-07	
16	2.69692e-10	0.0167624	1.3561e-08	-9.63803e-06	-5.22939e-15	2.07406e-07	
17	1.07793e-09	0.0304814	5.1633e-08	-1.81876e-05	-1.9606e-14	3.95789e-07	
18	1.88192e-09	0.0444612	9.31883e-08	-2.69261e-05	-3.39053e-14	5.82611e-07	
19	6.39389e-09	0.075902	3.05031e-07	-4.7625e-05	-1.10288e-13	1.04038e-06	
20	1.08806e-08	0.107806	5.32541e-07	-6.86887e-05	-1.86235e-13	1.49405e-06	
21	3.23827e-08	0.174574	1.53886e-06	-0.000115063	-5.3846e-13	2.52387e-06	
22	5.37569e-08	0.242083	2.60651e-06	-0.00016208	-8.88559e-13	3.54373e-06	
23	1.43297e-07	0.374846	6.78357e-06	-0.00025923	-2.32565e-12	5.71089e-06	
24	2.32272e-07	0.508667	1.11732e-05	-0.000357412	-3.75357e-12	7.85551e-06	
25	5.64033e-07	0.757919	2.65984e-05	-0.000549312	-9.02074e-12	1.21576e-05	
26	8.93568e-07	1.00846	4.26853e-05	-0.000742703	-1.42523e-11	1.64117e-05	
27	2.00308e-06	1.45329	9.4092e-05	-0.00110255	-3.18075e-11	2.45229e-05	
28	3.1047e-06	1.89929	0.000147368	-0.00146428	-4.92371e-11	3.25374e-05	
29	6.49304e-06	2.65808	0.00030378	-0.00210846	-1.0298e-10	4.71441e-05	
30	9.85575e-06	3.41712	0.000465026	-0.00275449	-1.56317e-10	6.15647e-05	
31	1.93956e-05	4.65997	0.000903673	-0.00386048	-3.08712e-10	8.68056e-05	
32	2.88588e-05	5.90052	0.00135384	-0.00496725	-4.59887e-10	0.000111704	
33	5.38196e-05	7.86265	0.00249674	-0.00679549	-8.62972e-10	0.000153722	
34	7.85679e-05	9.81707	0.00366503	-0.00862128	-1.26265e-09	0.000195134	
35	0.000139672	12.8122	0.00645025	-0.0115405	-2.26315e-09	0.000262741	
36	0.000200224	15.7896	0.00928746	-0.0144501	-3.25471e-09	0.000329311	
37	0.000340979	20.222	0.0156723	-0.0189649	-5.59713e-09	0.00043474	
38	0.000480388	24.6195	0.0221561	-0.0234563	-7.91745e-09	0.000538454	
39	0.000787005	30.9927	0.0359922	-0.0302352	-1.31136e-08	0.000698185	
40	0.00109052	37.3032	0.0500028	-0.0369665	-1.8258e-08	0.00085516	
41	0.00172487	46.2233	0.078467	-0.0468673	-2.92218e-08	0.00109074	
42	0.00235241	55.0383	0.107215	-0.0566803	-4.00704e-08	0.00132202	
43	0.00360352	67.2098	0.163013	-0.0707696	-6.21496e-08	0.00166085	
44	0.00484041	79.2138	0.219231	-0.0847083	-8.39836e-08	0.00199313	
45	0.00720051	95.4256	0.323796	-0.10427	-1.26549e-07	0.00246906	
46	0.00953219	111.381	0.428909	-0.123587	-1.68616e-07	0.00293525	
47	0.013803	132.481	0.616784	-0.150118	-2.47383e-07	0.00358896	
48	0.0180194	153.203	0.805233	-0.176267	-3.25175e-07	0.00422851	
49	0.0254529	180.057	1.12971	-0.211448	-4.65418e-07	0.00510749	
50	0.0327859	206.372	1.4545	-0.246054	-6.03827e-07	0.00596634	
51	0.0452595	239.815	1.99441	-0.291702	-8.44595e-07	0.00712446	
52	0.0575545	272.51	2.53376	-0.336512	-1.08203e-06	0.00825451	
53	0.077778	313.28	3.40114	-0.394501	-1.48136e-06	0.009751	
54	0.0976946	353.036	4.2659	-0.451304	-1.87486e-06	0.0112091	
55	0.129437	401.698	5.61383	-0.523464	-2.51584e-06	0.013107	
56	0.16067	449.02	6.95507	-0.593985	-3.14692e-06	0.0149534	
57	0.208993	505.889	8.98482	-0.681964	-4.14427e-06	0.0173176	
58	0.256492	561.023	11.0006	-0.767735	-5.12531e-06	0.0196137	
59	0.327965	626.077	13.9671	-0.872852	-6.63185e-06	0.0225082	
60	0.398145	688.934	16.9074	-0.975058	-8.11234e-06	0.0253145	
61	0.501017	761.744	21.1216	-1.09813	-1.03247e-05	0.0288001	
62	0.601916	831.825	25.2904	-1.21745	-1.24967e-05	0.032173	
63	0.746229	911.487	31.1175	-1.35863	-1.56596e-05	0.0363045	
64	0.887605	987.824	36.8703	-1.49505	-1.87612e-05	0.0402943	
65	1.08522	1072.92	44.7232	-1.65365	-2.31692e-05	0.0451185	
66	1.27856	1154.04	52.46	-1.80635	-2.74868e-05	0.049767	
67	1.54308	1242.61	62.7869	-1.9807	-3.34832e-05	0.0553212	
68	1.80153	1326.52	72.9394	-2.14786	-3.93498e-05	0.0606609	
69	2.14815	1416.09	86.2061	-2.33522	-4.7324e-05	0.066973	
70	2.48634	1500.28	99.22	-2.51395	-5.51155e-05	0.0730266	
71	2.9316	1587.91	115.887	-2.71042	-6.54973e-05	0.0801164	
72	3.36539	1669.43	132.199	-2.89673	-7.5628e-05	0.0868984	
73	3.92693	1751.77	152.697	-3.09724	-8.88834e-05	0.0947803	
74	4.47314	1827.3	172.708	-3.28602	-0.000101801	0.1023	
75	5.16936	1900.71	197.405	-3.48443	-0.00011843	0.110988	
76	5.84547	1966.67	221.453	-3.66949	-0.000134613	0.119255	
77	6.69536	2027.37	250.627	-3.85867	-0.000155154	0.128767	
78	7.51928	2080.07	278.954	-4.03292	-0.000175118	0.137794	
79	8.54219	2124.31	312.764	-4.20496	-0.000200165	0.148158	
80	9.5321	2160.09	345.491	-4.36057	-0.000224476	0.15797	
81	10.7477	2184.28	383.944	-4.50702	-0.000254701	0.169233	
82	11.922	2199.72	421.043	-4.63571	-0.000284004	0.17987	
83	13.3505	2200.65	463.972	-4.74789	-0.000320203	0.192098	
84	14.7279	2192.7	505.237	-4.84122	-0.000355262	0.20362	
